sample_N,scenario,structure,estimator,outer_opt,var,covar,shape,n_datasets,is_true,n_detected,detection_rate,n_TP,n_FN,n_FP
80,2,advan4,nonmem_scm,focei,VC,BMI,power,3,FALSE,3,1,0,0,3
80,2,advan4,nonmem_scm,focei,VC,BW,power,2,FALSE,2,1,0,0,2
80,2,advan4,nonmem_scm,focei,VC,CRCL,exp,2,FALSE,2,1,0,0,2
80,2,advan4,nonmem_scm,focei,VC,CRCL,power,3,FALSE,3,1,0,0,3
80,2,advan4,nonmem_scm,focei,VC,RACE,cat,1,FALSE,1,1,0,0,1
80,3,advan4,nonmem_scm,focei,VC,BW,power,100,TRUE,68,0.68,68,32,0
80,3,advan4,nonmem_scm,focei,CL,BMI,power,1,FALSE,1,1,0,0,1
80,3,advan4,nonmem_scm,focei,CL,BW,power,1,FALSE,1,1,0,0,1
80,3,advan4,nonmem_scm,focei,CL,CRCL,exp,1,FALSE,1,1,0,0,1
80,3,advan4,nonmem_scm,focei,CL,CRCL,power,3,FALSE,3,1,0,0,3
80,3,advan4,nonmem_scm,focei,CL,RACE,cat,1,FALSE,1,1,0,0,1
80,3,advan4,nonmem_scm,focei,CL,SEX,cat,1,FALSE,1,1,0,0,1
80,3,advan4,nonmem_scm,focei,VC,BMI,power,1,FALSE,1,1,0,0,1
80,3,advan4,nonmem_scm,focei,VC,BW,exp,30,FALSE,30,1,0,0,30
80,3,advan4,nonmem_scm,focei,VC,CRCL,exp,1,FALSE,1,1,0,0,1
80,3,advan4,nonmem_scm,focei,VC,CRCL,power,3,FALSE,3,1,0,0,3
80,3,advan4,nonmem_scm,focei,VC,RACE,cat,2,FALSE,2,1,0,0,2
80,4,advan4,nonmem_scm,focei,VC,BW,power,100,TRUE,63,0.63,63,37,0
80,4,advan4,nonmem_scm,focei,VC,SEX,cat,100,TRUE,97,0.97,97,3,0
80,4,advan4,nonmem_scm,focei,CL,BMI,power,2,FALSE,2,1,0,0,2
80,4,advan4,nonmem_scm,focei,CL,BW,power,1,FALSE,1,1,0,0,1
80,4,advan4,nonmem_scm,focei,CL,CRCL,power,1,FALSE,1,1,0,0,1
80,4,advan4,nonmem_scm,focei,CL,RACE,cat,2,FALSE,2,1,0,0,2
80,4,advan4,nonmem_scm,focei,CL,SEX,cat,1,FALSE,1,1,0,0,1
80,4,advan4,nonmem_scm,focei,VC,BMI,exp,3,FALSE,3,1,0,0,3
80,4,advan4,nonmem_scm,focei,VC,BMI,power,9,FALSE,9,1,0,0,9
80,4,advan4,nonmem_scm,focei,VC,BW,exp,12,FALSE,12,1,0,0,12
80,4,advan4,nonmem_scm,focei,VC,CRCL,power,1,FALSE,1,1,0,0,1
80,4,advan4,nonmem_scm,focei,VC,RACE,cat,2,FALSE,2,1,0,0,2
80,5,advan4,nonmem_scm,focei,CL,CRCL,power,100,TRUE,82,0.82,82,18,0
80,5,advan4,nonmem_scm,focei,CL,BMI,exp,2,FALSE,2,1,0,0,2
80,5,advan4,nonmem_scm,focei,CL,BMI,power,1,FALSE,1,1,0,0,1
80,5,advan4,nonmem_scm,focei,CL,BW,power,1,FALSE,1,1,0,0,1
80,5,advan4,nonmem_scm,focei,CL,CRCL,exp,18,FALSE,18,1,0,0,18
80,5,advan4,nonmem_scm,focei,CL,SEX,cat,1,FALSE,1,1,0,0,1
80,5,advan4,nonmem_scm,focei,VC,BMI,exp,1,FALSE,1,1,0,0,1
80,5,advan4,nonmem_scm,focei,VC,BMI,power,2,FALSE,2,1,0,0,2
80,5,advan4,nonmem_scm,focei,VC,BW,exp,1,FALSE,1,1,0,0,1
80,5,advan4,nonmem_scm,focei,VC,BW,power,1,FALSE,1,1,0,0,1
80,5,advan4,nonmem_scm,focei,VC,CRCL,exp,1,FALSE,1,1,0,0,1
80,5,advan4,nonmem_scm,focei,VC,CRCL,power,6,FALSE,6,1,0,0,6
80,5,advan4,nonmem_scm,focei,VC,SEX,cat,1,FALSE,1,1,0,0,1
80,6,advan4,nonmem_scm,focei,CL,CRCL,power,100,TRUE,83,0.83,83,17,0
80,6,advan4,nonmem_scm,focei,VC,SEX,cat,100,TRUE,97,0.97,97,3,0
80,6,advan4,nonmem_scm,focei,CL,BMI,power,3,FALSE,3,1,0,0,3
80,6,advan4,nonmem_scm,focei,CL,BW,exp,1,FALSE,1,1,0,0,1
80,6,advan4,nonmem_scm,focei,CL,BW,power,1,FALSE,1,1,0,0,1
80,6,advan4,nonmem_scm,focei,CL,CRCL,exp,16,FALSE,16,1,0,0,16
80,6,advan4,nonmem_scm,focei,CL,SEX,cat,1,FALSE,1,1,0,0,1
80,6,advan4,nonmem_scm,focei,VC,BMI,power,1,FALSE,1,1,0,0,1
80,6,advan4,nonmem_scm,focei,VC,BW,exp,1,FALSE,1,1,0,0,1
80,6,advan4,nonmem_scm,focei,VC,BW,power,1,FALSE,1,1,0,0,1
80,6,advan4,nonmem_scm,focei,VC,CRCL,exp,2,FALSE,2,1,0,0,2
80,6,advan4,nonmem_scm,focei,VC,CRCL,power,4,FALSE,4,1,0,0,4
80,6,advan4,nonmem_scm,focei,VC,RACE,cat,2,FALSE,2,1,0,0,2
80,7,advan4,nonmem_scm,focei,CL,CRCL,power,100,TRUE,81,0.81,81,19,0
80,7,advan4,nonmem_scm,focei,VC,BW,power,100,TRUE,68,0.68,68,32,0
80,7,advan4,nonmem_scm,focei,CL,BMI,power,1,FALSE,1,1,0,0,1
80,7,advan4,nonmem_scm,focei,CL,BW,exp,1,FALSE,1,1,0,0,1
